"the_geom","DEVELOPMENT","TDS_NUM","BOROUGH"
"MULTIPOLYGON (((-73.89588382299198 40.66757811523494, -73.8955396236645 40.66622760223618, -73.89622637262732 40.66612193762897, -73.89629762828855 40.66640144925205, -73.89595190249112 40.66645108512135, -73.89615797431057 40.66725944156234, -73.89650370532846 40.66720980417919, -73.89657239957266 40.66747925632327, -73.89588382299198 40.66757811523494)), ((-73.89867460936345 40.667357228676, -73.899029648234 40.66730479219598, -73.89909953711206 40.6675801620604, -73.89911344019366 40.66763493645001, -73.89912739501621 40.667689921603596, -73.89914045638031 40.66774138225154, -73.89915397978972 40.66779466504732, -73.89916791822141 40.667849584442735, -73.89918080330192 40.66790034973206, -73.8991951356223 40.66795681925727, -73.89920921873276 40.66801230429755, -73.89922270815384 40.66806545557826, -73.89923628813273 40.66811895633641, -73.89924958361036 40.668171345606765, -73.89926282386527 40.66822350879711, -73.89927681185517 40.66827862183076, -73.89929058590178 40.668332889090316, -73.89930451632722 40.668387776940534, -73.899236680651 40.66839773218529, -73.89916899281957 40.66840766590698, -73.89909528627051 40.66841848311965, -73.8990255164589 40.66842872110644, -73.89894946058327 40.66843988286238, -73.89886763277025 40.66811756393222, -73.89881283093362 40.667901693518004, -73.89867460936345 40.667357228676)), ((-73.89804153144613 40.66858020076845, -73.89873579337541 40.66847414783275, -73.8988035243935 40.6687445189752, -73.89811107438848 40.66885029566399, -73.89804153144613 40.66858020076845)))","LONG ISLAND BAPTIST HOUSES","276","BROOKLYN"
"MULTIPOLYGON (((-73.88793257065394 40.825852198805045, -73.88829594424742 40.825834174941996, -73.8883043223748 40.825934856721034, -73.88831877792266 40.82610855750636, -73.88795691916856 40.82612650547091, -73.88793257065394 40.825852198805045)), ((-73.88739984774747 40.82631553980701, -73.8877612575479 40.82629809202747, -73.88778642819257 40.82663147204777, -73.88747165649957 40.82679263866096, -73.88727190965575 40.82656841727883, -73.88742255789418 40.82649128387632, -73.8874052416276 40.82638698682801, -73.88739984774747 40.82631553980701)))","LONGFELLOW AVENUE REHAB","362","BRONX"
"MULTIPOLYGON (((-73.90369745673928 40.66821841303843, -73.90440393900215 40.66811085478283, -73.90467294377424 40.669188270866464, -73.90397168773015 40.669291500047976, -73.90369745673928 40.66821841303843)), ((-73.90400484761184 40.66945248865985, -73.90564585302366 40.669204702277625, -73.90591915096621 40.670307846547566, -73.90428526497158 40.67055502228535, -73.90400484761184 40.66945248865985)))","LOW HOUSES","169","BROOKLYN"
"MULTIPOLYGON (((-73.99120800510597 40.72056961517453, -73.9910316549791 40.72051655434972, -73.99103089488482 40.72051830308038, -73.99086868350462 40.7204694664963, -73.99106646542911 40.72008278784254, -73.99140489035123 40.72018467836239, -73.99137244626245 40.720248113242064, -73.9913392657407 40.72031298166807, -73.9913072098398 40.720375658328095, -73.99127506153619 40.72043851147171, -73.99120800510597 40.72056961517453)), ((-73.9893819240862 40.72165322003883, -73.98948347522465 40.72145490654151, -73.98978851334147 40.72154674815212, -73.98985478501577 40.72141732647537, -73.98988796870626 40.72135252332358, -73.98992125415103 40.721287522058695, -73.98995320878045 40.72122511773692, -73.98998691321292 40.72115929612416, -73.9900355280814 40.72106435421264, -73.99006278938073 40.721011116640156, -73.99011070788164 40.72091753440425, -73.99025427909021 40.720960761202626, -73.99032543453082 40.72098218402356, -73.99041256896942 40.72100841775421, -73.98998882722903 40.721835946366596, -73.9893819240862 40.72165322003883)), ((-73.99025180725118 40.72168440057462, -73.99057763389354 40.72104808442081, -73.99064906884668 40.72106959171249, -73.99085034080656 40.72113018966631, -73.99091704058742 40.721150197066635, -73.99088628619724 40.72121025682428, -73.99084666306635 40.72128764077215, -73.99069045341199 40.72159271007714, -73.99065486701325 40.721662207619055, -73.99062278141565 40.72172486876632, -73.99096255496724 40.72182716230065, -73.99082859532018 40.72208877762963, -73.99030206508314 40.721930253819856, -73.99040442726898 40.72173035108747, -73.99025180725118 40.72168440057462)))","LOWER EAST SIDE I INFILL","326","MANHATTAN"
"MULTIPOLYGON (((-73.97921385784856 40.72338389839001, -73.9779199759817 40.72283513746287, -73.97804420846047 40.7226642409311, -73.97796573959216 40.72263095842116, -73.97801168839945 40.7225677523437, -73.9779425464365 40.72253842573523, -73.97780232420452 40.72247894985457, -73.97773225578686 40.722449229418174, -73.97756207605075 40.72268332883314, -73.9774966466456 40.72265558037349, -73.97742731664668 40.72262618407978, -73.97735799973363 40.72259677243828, -73.97749150759456 40.72241310639527, -73.97749211744043 40.7224122654386, -73.97750472113273 40.72241761152487, -73.97754078483635 40.72236801580278, -73.97750706258577 40.7223537073286, -73.97754186157248 40.72230583853569, -73.97757870200135 40.72225516144062, -73.97763098497622 40.722183239813354, -73.97768025416362 40.72211546442372, -73.97865691770534 40.72252971287053, -73.97873568976078 40.722563135445476, -73.97881365951571 40.72259620121677, -73.97864110072032 40.72283353101041, -73.97872224123958 40.72286794549293, -73.97880338184235 40.72290236081889, -73.9789759414211 40.722665031685175, -73.97931232196018 40.722807706292905, -73.97955721932505 40.7229115490522, -73.97921385784856 40.72338389839001)), ((-73.98027162693197 40.72287283741121, -73.98035541416886 40.722757222728205, -73.98043711886135 40.722791713542826, -73.98052261076242 40.72282780154303, -73.9805920133825 40.72285709782848, -73.98074848460172 40.722923148545725, -73.98082609012441 40.72295590761872, -73.98090464132532 40.722989065721926, -73.98098319260443 40.723022222870895, -73.98137342460639 40.723186948401846, -73.9812027132617 40.72342251191168, -73.98018475361131 40.72299271181029, -73.98022895050825 40.72293172610671, -73.98027162693197 40.72287283741121)), ((-73.9812812616471 40.72345567605883, -73.98145197753527 40.723220106130796, -73.98160845045949 40.72328615477557, -73.98143772666653 40.72352173663876, -73.9812812616471 40.72345567605883)), ((-73.97980058359255 40.72363201929349, -73.97997676100435 40.7233909242886, -73.97991654894037 40.72336574726741, -73.97998068258252 40.723279913781326, -73.98004718189748 40.72319091357725, -73.9800940711485 40.72312816069349, -73.98073068946822 40.72339576439791, -73.98055674562718 40.72363382711723, -73.9804464430823 40.72358763212157, -73.98037691188085 40.72355851222945, -73.98030896188067 40.72353005353939, -73.98013229507549 40.723771823445034, -73.98000255862114 40.723717144573875, -73.97980058359255 40.72363201929349)))","LOWER EAST SIDE II","337","MANHATTAN"
"MULTIPOLYGON (((-73.97629373087453 40.7244961331154, -73.97646608324082 40.724262494434086, -73.97652412305163 40.72428700823821, -73.97669748419644 40.724051999735295, -73.97735119071866 40.72432674407545, -73.97717653801585 40.724563503887445, -73.97725539699614 40.72459680951606, -73.97708357587409 40.724829731767784, -73.97629373087453 40.7244961331154)))","LOWER EAST SIDE III","364","MANHATTAN"
"MULTIPOLYGON (((-73.97907051688436 40.72400820272282, -73.97917532762 40.723863223525754, -73.97935502680247 40.72361465859065, -73.97949038525205 40.723671721941265, -73.97962130113066 40.72372690588381, -73.97970120656015 40.723760599946665, -73.97977968123594 40.72379368405784, -73.97961355819037 40.72402347193383, -73.97953508214223 40.72399038861066, -73.97945443684142 40.72395638092435, -73.97944074460882 40.7239751108739, -73.97933504073927 40.72411971373705, -73.97907051688436 40.72400820272282)))","LOWER EAST SIDE REHAB (GROUP 5)","292","MANHATTAN"
"MULTIPOLYGON (((-73.90626515474749 40.87492940516444, -73.90679322790524 40.873556179381545, -73.90742418723929 40.87367713839932, -73.90844350842907 40.87386989970794, -73.90940973881145 40.874583957926525, -73.90763005105478 40.87596728989664, -73.90689286743637 40.87634648101599, -73.90662392989871 40.87648263902803, -73.90661727025001 40.87648561515507, -73.90660648398796 40.8764897630793, -73.90659726065746 40.876492711016056, -73.90658577491561 40.87649567693174, -73.90657212460533 40.87649826108807, -73.90655955536337 40.8764997898458, -73.90654354668008 40.876500608033325, -73.9065294828343 40.87650030038297, -73.90651376568054 40.87649881085202, -73.90649787239333 40.876496027174824, -73.90648249214885 40.87649202014825, -73.9064656721515 40.876485982252845, -73.90645257029028 40.87647988253371, -73.9064416692582 40.87647368824508, -73.90643108285704 40.876466477559724, -73.90642271429692 40.87645972882111, -73.90641298397142 40.876450329741814, -73.90640401371515 40.87643952111434, -73.90640018248762 40.87643396289671, -73.90639581759966 40.876426577156224, -73.906392799756 40.876420501817734, -73.90639036287625 40.87641467638545, -73.90638890821961 40.87641059329355, -73.90638753012371 40.87640606001984, -73.90638631388461 40.87640116308026, -73.90638539641962 40.876396399655114, -73.90626515474749 40.87492940516444)), ((-73.90751444212827 40.87652197173862, -73.90829796340603 40.87591801476639, -73.9083703380384 40.87656430924394, -73.90836942974151 40.876586361471716, -73.90837055529278 40.87663048627281, -73.9083725773658 40.8766524958026, -73.90837954024934 40.87669630916623, -73.90839034759577 40.87673965912821, -73.90840496406007 40.87678237186518, -73.90841369042553 40.876803422291914, -73.90842333061717 40.8768242402167, -73.90844534075794 40.87686507679495, -73.90847092354197 40.87690471044896, -73.90848501472942 40.8769240091732, -73.90853537911836 40.87697345886852, -73.90861810373379 40.8770430519679, -73.90867774257472 40.877086151498986, -73.90888383948413 40.87723697501636, -73.90832106229773 40.87781554294888, -73.9082849361835 40.87785223703416, -73.90800086430269 40.878143551924325, -73.90795037554402 40.878100459350485, -73.9078501388432 40.878014902367084, -73.90769193284999 40.877861316624276, -73.90766769100117 40.8778360421539, -73.90764851480513 40.87781604768937, -73.90758532405607 40.877745559155294, -73.90752212492852 40.877671808111735, -73.9074645819723 40.87760276391457, -73.90740740981853 40.877529077070676, -73.9073511312951 40.87745442198968, -73.90729482386561 40.87737421174791, -73.90721589246715 40.87725573146874, -73.90714892646278 40.87714533543471, -73.90709220067066 40.87704565530476, -73.90708200976461 40.877025284368585, -73.90703590823038 40.876933134537055, -73.90699678181215 40.876846670584456, -73.90697808051249 40.87679963833826, -73.90698250766884 40.8767973465628, -73.90702518833984 40.8767752505652, -73.90751444212827 40.87652197173862)))","MARBLE HILL","049","BRONX"
"MULTIPOLYGON (((-73.94976160377428 40.69745607600446, -73.94944708303801 40.69587141699187, -73.95059292775512 40.69573943837014, -73.95061310782563 40.695841105911676, -73.95076669784879 40.69592723101412, -73.95120414095773 40.695876842718334, -73.95131733811826 40.695763588147265, -73.95129668869941 40.69565837251, -73.95245043010189 40.69552546471529, -73.95276109859078 40.69710817157378, -73.94976160377428 40.69745607600446)), ((-73.94980928544871 40.697684166010056, -73.95280186264579 40.69733817739868, -73.95319170799421 40.69927394480899, -73.95019291463728 40.69961663593701, -73.94980928544871 40.697684166010056)))","MARCY","021","BROOKLYN"
"MULTIPOLYGON (((-74.16487245426495 40.63200444802374, -74.16484948152993 40.632004324272415, -74.16482790066932 40.63200541872677, -74.16481362134697 40.63200613259693, -74.16478793285022 40.6320062135421, -74.16474901503705 40.63200572539797, -74.16470157337093 40.63200413550651, -74.16464780295277 40.63200100486194, -74.16458624946794 40.631995674554645, -74.16451235937575 40.631983652985895, -74.16438465246628 40.63195635534283, -74.16270720763356 40.631622749793664, -74.16268364482869 40.63161907388978, -74.16263264059039 40.63161152763779, -74.16256975360541 40.631602990482335, -74.16246636098721 40.631590780577184, -74.16241360446412 40.631585416865356, -74.16235751977106 40.63158068279042, -74.16186973065561 40.63154260672659, -74.16190370960817 40.63031377193165, -74.1651917155124 40.6303548539843, -74.16515116249627 40.63201261739334, -74.16487245426495 40.63200444802374)), ((-74.16180811541267 40.633411850446386, -74.16186409572583 40.63172815528051, -74.16232907699722 40.63176721632324, -74.16242947494177 40.63177371767819, -74.16249423754476 40.63177918868768, -74.16256669317607 40.631788747054436, -74.16261484866031 40.63179716546695, -74.16264089287718 40.63180242549316, -74.16432236540402 40.632154244691066, -74.16443040313384 40.63217546950448, -74.16450820332977 40.632187408086956, -74.16458321842168 40.6321963491676, -74.1646440075692 40.632201777827284, -74.16470658965221 40.632205691011386, -74.16474126294862 40.63220713259967, -74.16477885705481 40.63220811342761, -74.16482775091623 40.63220848280069, -74.16485006579488 40.632208313029636, -74.16485766353503 40.63220820578042, -74.16486478488606 40.63220808390492, -74.16486920286486 40.63220792177994, -74.164874147959 40.63220773368459, -74.164878975417 40.632207774489714, -74.1651393142574 40.63221000427796, -74.16512398131788 40.63331313460533, -74.16180811541267 40.633411850446386)))","MARINER'S HARBOR","077","STATEN ISLAND"
"MULTIPOLYGON (((-73.98281333055463 40.59362941604884, -73.98275853656888 40.59333305207158, -73.98255139264033 40.593353615762965, -73.98255626203621 40.59338088073261, -73.9824829892097 40.59338913188374, -73.9824096041357 40.5933973955782, -73.98234048612768 40.593405178101996, -73.98226883407868 40.593413245659065, -73.98219711821919 40.59342132036541, -73.98212653999548 40.593429267330045, -73.9820548607231 40.59343733925174, -73.98198233557689 40.593445504650695, -73.98190939575349 40.593453717666335, -73.98184040876029 40.59346148550141, -73.98148684166382 40.591595374445404, -73.98401710633122 40.59131603467896, -73.98442217568281 40.59345328611467, -73.98281333055463 40.59362941604884)), ((-73.97844307790116 40.59168277261751, -73.97840574042397 40.5910697075252, -73.9784728432643 40.5902383652843, -73.97858893424433 40.589721660476926, -73.98077992235173 40.589481326290624, -73.9810232193422 40.59076493100404, -73.98053886906347 40.59081808801857, -73.9805064088036 40.590849792635964, -73.98065742592554 40.59164654782454, -73.98069922534405 40.59166965687057, -73.98118461297494 40.591616386787955, -73.98149292589657 40.5932428830681, -73.98084751457678 40.593313715998995, -73.98095201928275 40.593865042465296, -73.98077789546528 40.59388415138159, -73.97882361549557 40.59269502039814, -73.97863494582414 40.59239043941914, -73.9784881077359 40.591910269379056, -73.97844307790116 40.59168277261751)))","MARLBORO","083","BROOKLYN"
"MULTIPOLYGON (((-73.90493105703135 40.82300500887748, -73.90331366660187 40.822617905836246, -73.9038787936342 40.821258577246475, -73.90549076704544 40.8216471394445, -73.90539789652175 40.821871100518905, -73.90540951526371 40.82187388087826, -73.9053769203985 40.821952487290574, -73.90536530046104 40.82194970512585, -73.90523180257988 40.82227163643634, -73.90461602509387 40.82212426134482, -73.90456717103493 40.82224206799434, -73.90518601981124 40.822390177971954, -73.90508019607104 40.82264536633311, -73.90511052598814 40.822652624982965, -73.90504380860179 40.822813509475786, -73.90501347980414 40.822806250809435, -73.90493105703135 40.82300500887748)), ((-73.90591912659487 40.823253724089284, -73.90619552639916 40.82258832038614, -73.90696616515434 40.822770480280866, -73.90669258198089 40.82343654994946, -73.90591912659487 40.823253724089284)))","MCKINLEY","103","BRONX"
