"the_geom","DEVELOPMENT","TDS_NUM","BOROUGH"
"MULTIPOLYGON (((-73.99075350338585 40.76793604568908, -73.99093604437795 40.767683885859874, -73.99148765205793 40.76791608587399, -73.99130574537035 40.76816542713976, -73.99146863811141 40.768233555207814, -73.99128882375398 40.76848003569023, -73.99057562975682 40.768181748991125, -73.99075350338585 40.76793604568908)), ((-73.98989389283935 40.76870613366794, -73.99024906257583 40.7682155294218, -73.99151039962034 40.76874674895409, -73.99115303218849 40.769236595054366, -73.98989389283935 40.76870613366794)))","HARBORVIEW TERRACE","262","MANHATTAN"
"MULTIPOLYGON (((-73.98922861430326 40.722636291983136, -73.98922987643252 40.72263386702944, -73.98929592878602 40.72250538310268, -73.98909534178779 40.722444655536144, -73.98934189209153 40.721780502459836, -73.98993360544631 40.721958228940295, -73.98953688024103 40.72272961948725, -73.98922861430326 40.722636291983136)))","HERNANDEZ","184","MANHATTAN"
"MULTIPOLYGON (((-73.92841394326521 40.8385409701415, -73.92812789625434 40.83862351070552, -73.92811404656841 40.838595825399125, -73.92835269895077 40.838526960052484, -73.9283853242575 40.83846297231713, -73.92835821730712 40.83844089518681, -73.92833302305768 40.8384175477412, -73.92829848331858 40.83837768842972, -73.92827189010912 40.838334458098544, -73.92825380089515 40.8382887620961, -73.92824459404112 40.838241561488665, -73.92824446528408 40.838193845142285, -73.92829457463951 40.83765447868842, -73.92827191004127 40.837651740601636, -73.9281071456484 40.83780607361885, -73.92804828214209 40.83782126426422, -73.92780623322409 40.83767654862488, -73.92780620360497 40.83767652789494, -73.9297502769511 40.835690130937216, -73.9299527807367 40.83534056699002, -73.93010331628003 40.83507610211267, -73.93021591152882 40.83487552215835, -73.93077304357367 40.83506646643975, -73.93054547797702 40.83585599730745, -73.93040903615095 40.83636978742839, -73.93036447079731 40.83652442758867, -73.93033165409753 40.8366369118938, -73.9302984041496 40.83674635945991, -73.93026070894392 40.836864991166294, -73.93018356700776 40.83710103780825, -73.93009718348372 40.83735176224271, -73.93004857237257 40.837487307532214, -73.93001001557276 40.837592354669496, -73.92993813024268 40.837780083808646, -73.9299058214203 40.83785714555154, -73.92986926742302 40.83794358514747, -73.92981523066328 40.8380603067056, -73.92970436021459 40.83826956887612, -73.92961633062649 40.83842108990521, -73.92958363667218 40.838469297694, -73.92949198541972 40.83860408523864, -73.92942147883421 40.83870242645876, -73.92938059484206 40.83875532164857, -73.92895266720292 40.83855852969107, -73.92846887513092 40.83852511951234, -73.92841394326521 40.8385409701415)))","HIGHBRIDGE GARDENS","078","BRONX"
"MULTIPOLYGON (((-73.88663116278227 40.83650777746832, -73.88666859377015 40.83644573866487, -73.88670678683413 40.83638243810392, -73.88682078537015 40.836193492997516, -73.88693537061638 40.83600357491359, -73.88696242240009 40.83595873698791, -73.8872956644291 40.836074837899, -73.88696750087729 40.83662495754833, -73.88663116278227 40.83650777746832)))","HOE AVENUE-EAST 173RD STREET","215","BRONX"
"MULTIPOLYGON (((-73.94445491917332 40.78071081306435, -73.94456135685537 40.78056529365778, -73.94490592618659 40.780094174830175, -73.9463737055292 40.78071270890024, -73.94592270791856 40.78132935372106, -73.94445491917332 40.78071081306435)))","HOLMES TOWERS","159","MANHATTAN"
"MULTIPOLYGON (((-73.90760273049881 40.671992004896, -73.90888002950108 40.67179735776939, -73.90884634604136 40.671666448329404, -73.90877703481135 40.67139708965429, -73.90873490668776 40.67123026991461, -73.90839867657952 40.67127985345026, -73.90818091777061 40.67046183949152, -73.90823030301418 40.67045445684386, -73.90829741454938 40.67044442277902, -73.90836840254305 40.670433810929794, -73.90843146603063 40.670424382311104, -73.90860555149119 40.67039835715128, -73.90887611450438 40.6703579071779, -73.90908835273112 40.67032617611508, -73.90925106852812 40.67030184927207, -73.90934760870728 40.6702874153709, -73.90944109806804 40.670273437349884, -73.90952774295735 40.67026048316026, -73.90961566892565 40.670247337201396, -73.9097070927788 40.67023366892001, -73.90979882770604 40.670219953082515, -73.91000868382159 40.67018857685958, -73.91018014668714 40.670162940791236, -73.91027210735778 40.670149191433595, -73.9103559838802 40.67013664959887, -73.91037442241715 40.67020761561109, -73.91039081958405 40.67027072302876, -73.9104090840621 40.67034101531287, -73.91042542363769 40.67040390295377, -73.91046061025875 40.670539321101444, -73.91047666872043 40.67060112609481, -73.91049470275877 40.67067053297596, -73.91052840829046 40.670800249680944, -73.9105668181134 40.67094807490109, -73.91060695540885 40.67110254635392, -73.91062196693976 40.67116031709896, -73.91066373178843 40.67132105107834, -73.91068461487544 40.67140142121345, -73.91070560390926 40.67148220026028, -73.91074780923863 40.67164462121047, -73.9107619996972 40.67169923859074, -73.91077570775356 40.67175199602992, -73.91078990885558 40.671806648534485, -73.91081590720394 40.67190670247708, -73.9106018384748 40.67193945018294, -73.91067103453297 40.672228311013676, -73.91064062387989 40.67223304932428, -73.90796500403654 40.67339998491607, -73.90760273049881 40.671992004896)))","HOWARD","072","BROOKLYN"
"MULTIPOLYGON (((-73.9070729690001 40.668479150130025, -73.90705629267025 40.66841440756083, -73.90702300246556 40.668285153896896, -73.9070055816502 40.66821751555777, -73.90698823850713 40.6681501771502, -73.90695154911519 40.668007728151395, -73.9068834969595 40.667743501269015, -73.90963963394609 40.667333200581574, -73.90965861581073 40.66740615820139, -73.90968318146187 40.667500582203346, -73.90971073083465 40.66760647841519, -73.90988350586527 40.668270580635756, -73.90952537139306 40.66832337415638, -73.90948772842675 40.66817799674544, -73.90928333630605 40.668209395240346, -73.90935259803706 40.66849509804141, -73.90925979381689 40.668508875716874, -73.90919064419344 40.66822363401278, -73.90910666411061 40.668236535123654, -73.90901958834286 40.668249910098055, -73.90892725571797 40.66826409491159, -73.90884175313832 40.668277228758, -73.90874909277498 40.6682914626973, -73.9085689152001 40.66831913928401, -73.90836230781588 40.66835087567772, -73.90809853507336 40.66839139380735, -73.90800675447743 40.66840549097307, -73.90791391159006 40.66841975200982, -73.90764361455743 40.668461270650944, -73.90744857515944 40.66849122806606, -73.90726166455423 40.6685199372848, -73.90717276399182 40.66853359395352, -73.90709025467514 40.66854626514769, -73.9070729690001 40.668479150130025)))","HUGHES APARTMENTS","168","BROOKLYN"
"MULTIPOLYGON (((-73.88853295491737 40.81723170576517, -73.8888625626736 40.817119477073454, -73.8889181611669 40.817212018036294, -73.88893382172762 40.81723808361157, -73.88897056481616 40.81729923845756, -73.88897730942888 40.81731046424883, -73.88900806919234 40.81736166192449, -73.88903508907866 40.81740663355544, -73.8890457391264 40.81742435838829, -73.88908527909541 40.81749016965747, -73.88909413012259 40.81750490040245, -73.88912202955457 40.817551336166, -73.88915261578505 40.81760224277326, -73.88915953421504 40.81761375958098, -73.88919550703126 40.817673632203224, -73.8892119030338 40.817700922220915, -73.88923577661467 40.81774065618827, -73.88926917508822 40.81779624354771, -73.88927129802907 40.8177997773368, -73.88930880415333 40.81786220160246, -73.88932817781593 40.81789444539529, -73.88934703966869 40.817925839524634, -73.88938454593654 40.81798826286404, -73.88938711333873 40.81799253638529, -73.88942096596766 40.81804888145225, -73.88944535872149 40.818089476747005, -73.88945847237103 40.81811130656702, -73.88949574953035 40.818173347837444, -73.88950350143116 40.818186248585775, -73.8895332560757 40.818235772025986, -73.8895629717601 40.81828522878398, -73.8895705026387 40.8182977637141, -73.88960801051103 40.8183601869778, -73.88962127675252 40.818382270864745, -73.88929122994563 40.818494649867574, -73.88923295854458 40.81839759594734, -73.8891735229998 40.81829860390719, -73.88911541269337 40.818201821128426, -73.88905720208525 40.81810486982944, -73.88899830015744 40.81800676699788, -73.88893933221219 40.81790855240952, -73.88888209373981 40.81781322014661, -73.88882284008874 40.81771452885697, -73.88876438920173 40.817617175547575, -73.88870538294019 40.81751889595982, -73.88864763569048 40.817422715714784, -73.88858852220956 40.817324257661646, -73.88853295491737 40.81723170576517)), ((-73.88862037486788 40.81878460774575, -73.88885422549691 40.81874954201461, -73.88901975426381 40.81902393975365, -73.88888309245209 40.81904447634665, -73.88883244824625 40.8190520484381, -73.88883419885747 40.8190585111927, -73.88869891656365 40.81907838883294, -73.88862037486788 40.81878460774575)))","HUNTS POINT AVENUE REHAB","367","BRONX"
"MULTIPOLYGON (((-73.93931534630042 40.70453360467502, -73.9389587874065 40.704204702319956, -73.9407501507039 40.70403509763158, -73.94083826102614 40.70456144887041, -73.93985480667907 40.70465584322774, -73.93980923397221 40.704383566781, -73.93948194514066 40.70441497791907, -73.93949885268547 40.70451599271124, -73.93931534630042 40.70453360467502)))","HYLAN","109","BROOKLYN"
"MULTIPOLYGON (((-73.98042666711433 40.69573898481449, -73.98042200181875 40.69571135899595, -73.98027743295167 40.69474650794239, -73.98026838920808 40.69469035942449, -73.9802569434536 40.69464317869974, -73.98024091479 40.69459436095493, -73.98022204325649 40.69454904481325, -73.98019760360116 40.69450105318744, -73.98017508934689 40.69446354565742, -73.9801450794143 40.69442027895092, -73.98011138847092 40.69437826241266, -73.98007233460248 40.69433591534832, -73.98002964684308 40.69429554696706, -73.97998607527933 40.69425934959093, -73.97946498421722 40.69382114841251, -73.97943815180726 40.693796636165374, -73.97942276634811 40.69378240081031, -73.97941201179933 40.693771264946214, -73.97940521809619 40.69376459813473, -73.97939371921993 40.69375397812972, -73.97937857062249 40.69373520242547, -73.97936566140326 40.69371723037805, -73.97935658659637 40.69370320236284, -73.97934675785646 40.69368631958597, -73.97933642618173 40.693666008465364, -73.97932706628943 40.69364425219514, -73.97932073586091 40.69362401563389, -73.97931622984217 40.69360739585949, -73.97931423055259 40.693595455600516, -73.982420592824 40.69370956901218, -73.98234438427612 40.69524654348173, -73.98202887300151 40.69523562996206, -73.98202456783208 40.69532247382888, -73.9817203893802 40.69531195115517, -73.98169922428356 40.69573874394674, -73.98169867412693 40.69573872855033, -73.98166172846037 40.6957376978861, -73.9816172837885 40.69573760074451, -73.98157477796357 40.69573866825893, -73.98153180683887 40.69574090454848, -73.9814916809134 40.69574405079718, -73.98144731536168 40.695748731722354, -73.98140292223316 40.69575469765764, -73.9813546703108 40.69576266929273, -73.98130710774524 40.69577208003856, -73.98125687891269 40.695783748816446, -73.98119804029122 40.69579977464662, -73.98112852197389 40.69582217882801, -73.98105126852181 40.69585184973102, -73.98099402905267 40.69587739683984, -73.98094621451129 40.69589450497651, -73.98088434783804 40.69591540011691, -73.98082319052115 40.69592977833285, -73.98077807287419 40.69593663721478, -73.98073684567665 40.695938436749906, -73.98069416570266 40.695935710050506, -73.98064739362789 40.695927552556526, -73.98060711571914 40.6959157580669, -73.98056027268566 40.69589540848586, -73.98052370703965 40.69587309750741, -73.98049221928447 40.69584737173415, -73.98046501816344 40.6958173224184, -73.9804455725034 40.69578747612904, -73.98043270120425 40.69575890427868, -73.98042666711433 40.69573898481449)), ((-73.97848150042157 40.693842907019516, -73.97842184953178 40.69354614715431, -73.97904690763207 40.693571515734526, -73.97904864927544 40.69358244107343, -73.97905160433112 40.69359857069719, -73.97905840239504 40.69362885618124, -73.97906749858763 40.69366120785921, -73.97907686360531 40.69368898948267, -73.97909338346676 40.693729955012714, -73.97911176173614 40.69376801492239, -73.97913238955213 40.69380466953636, -73.9791562838635 40.69384160299667, -73.97917587833734 40.69386861112229, -73.97919784242978 40.69389614196994, -73.97921934602373 40.69392079919395, -73.97925023054121 40.69395295217333, -73.97977022806994 40.694379297073134, -73.97981181011033 40.694413777803966, -73.97983521995641 40.69443500339166, -73.97985381309367 40.69445313486996, -73.97987245670971 40.694472610819574, -73.9798922896829 40.694494974918406, -73.97990768588583 40.6945136974661, -73.97992022441869 40.69452996651666, -73.97993164743392 40.6945457094718, -73.97994050630602 40.69455860545791, -73.9799500792417 40.69457331339951, -73.97995947570963 40.69458864266328, -73.97996787858656 40.69460321892474, -73.97997645854561 40.694619092855255, -73.97998475910524 40.69463558899076, -73.97999224227244 40.69465161671676, -73.97999938454385 40.69466817748674, -73.98000540327955 40.69468331435024, -73.98001304280731 40.694702694710934, -73.98001851027047 40.69472159111871, -73.98019256140138 40.69594185005911, -73.98015875047567 40.69594250971392, -73.98015068220131 40.69596773077954, -73.98013623787531 40.6959971687448, -73.9801223699508 40.69601792586668, -73.98010876947943 40.69603447944043, -73.98009260396458 40.696050947920725, -73.98007478239404 40.69606621933078, -73.98005562309123 40.69608010101556, -73.98003139495384 40.69609472564079, -73.98000833433704 40.696106191465844, -73.97997522358814 40.696119207121214, -73.97994597476568 40.696127811829136, -73.97993049456473 40.696131380563294, -73.97991416737757 40.696134452064875, -73.97989172803423 40.69613755941757, -73.97988211350857 40.696138430333825, -73.97837845249401 40.69607339460826, -73.97813534078131 40.69487867548912, -73.97813413593421 40.694872756190236, -73.97813233487467 40.694862977180705, -73.97813067865977 40.69484084406459, -73.97813257434862 40.69481461068871, -73.97813801746237 40.694790705811776, -73.97814808836513 40.694764985479274, -73.97815819943177 40.694746654760785, -73.97817234072714 40.69472674620693, -73.97818650677019 40.694710727871026, -73.97820100332616 40.69469701670953, -73.97822159730562 40.69468085910676, -73.9782428163121 40.69466725997473, -73.97826250568893 40.69465681054361, -73.97828183241222 40.694648241311135, -73.97829096368392 40.69464480037378, -73.97829918391466 40.69464147182793, -73.97825899142643 40.69443305407635, -73.97848150042157 40.693842907019516)), ((-73.97760933302057 40.69801949359862, -73.97746017427802 40.696464920677094, -73.97830643978789 40.69650022940413, -73.97838649095351 40.69650357005785, -73.97839264606779 40.69805041562831, -73.97760933302057 40.69801949359862)))","INGERSOLL","014","BROOKLYN"
"MULTIPOLYGON (((-73.7902064620628 40.70776464103066, -73.79061952341452 40.70762349375341, -73.79064890279572 40.70767353921111, -73.79070775114735 40.707773782452556, -73.79076659967859 40.70787402476207, -73.79082544838683 40.70797426704013, -73.79086785238201 40.708046497748654, -73.79090568824108 40.708110946908675, -73.7909426401931 40.708173888791336, -73.79111992999766 40.708475880015946, -73.79070686442904 40.70861702727209, -73.7902064620628 40.70776464103066)))","INTERNATIONAL TOWER","316","QUEENS"
"MULTIPOLYGON (((-73.94451669501258 40.78237726578128, -73.9445371561532 40.78219744271288, -73.94455057497558 40.781565841647584, -73.94450748438106 40.78136201480258, -73.94439202886436 40.78079679778879, -73.94445491917332 40.78071081306435, -73.94592270791856 40.78132935372106, -73.94500558362887 40.78258328729658, -73.94451669501258 40.78237726578128)))","ISAACS","139","MANHATTAN"
"MULTIPOLYGON (((-73.91677841360283 40.822769749719725, -73.91750762310022 40.8214063026898, -73.92007436605826 40.82207168974841, -73.92011549049046 40.82211631352482, -73.9183449968641 40.823251038581645, -73.91677841360283 40.822769749719725)))","JACKSON","120","BRONX"
"MULTIPOLYGON (((-73.93939061758971 40.795071678175994, -73.93972089443263 40.7946221073994, -73.94039882077334 40.79490984825195, -73.94006979039247 40.795357728656874, -73.93939061758971 40.795071678175994)), ((-73.9361626588743 40.79527178720216, -73.93737186139465 40.79361525106666, -73.93941947973934 40.7944790192876, -73.93909322802799 40.79492842294479, -73.938364131254 40.794622856778915, -73.93827026984518 40.794504913067684, -73.93826633667778 40.7945003355199, -73.93826214507968 40.794495892007966, -73.93825770333622 40.79449159154134, -73.93825301973588 40.79448744042829, -73.93824810256208 40.7944834503791, -73.93824296247458 40.794479625902625, -73.93823760776222 40.79447597330618, -73.93823205026516 40.7944725016013, -73.93822629827056 40.79446921889728, -73.93822036362481 40.79446612790128, -73.93821425935369 40.79446323672514, -73.9382079937485 40.794460548975366, -73.93820158102197 40.79445807096296, -73.93819503183347 40.79445580809638, -73.93818836039861 40.79445376308492, -73.93818157737732 40.79445194043678, -73.93817469817026 40.79445034376221, -73.9381677322528 40.79444897666829, -73.93816069621275 40.794447840064414, -73.93815360071046 40.794446937558185, -73.93814645996427 40.79444627005801, -73.93813928818966 40.79444584027242, -73.93813209960769 40.794445646408576, -73.9381249048795 40.79444569117348, -73.93811772059509 40.79444597277527, -73.93811055978661 40.794446493021645, -73.93810343549143 40.7944472483177, -73.93809635955809 40.79444823866981, -73.93808934739207 40.794449462285435, -73.93808241321504 40.794450915569776, -73.93807556769244 40.79445259762856, -73.93806882504657 40.79445450396679, -73.9380621983149 40.79445663098954, -73.93805570053456 40.79445897510153, -73.93804934000346 40.79446153180527, -73.93804313331526 40.79446429660654, -73.93803709113877 40.79446726320809, -73.9380312241428 40.7944704271133, -73.93802554299754 40.79447378202388, -73.93802006192678 40.794477321644365, -73.93801478567745 40.794481038773256, -73.93800972965879 40.794484927115214, -73.93800489743299 40.794488978568126, -73.93800030322569 40.794493185935195, -73.93799595415358 40.79449754111626, -73.93799185851908 40.79450203601075, -73.93798802462413 40.794506661618705, -73.93798445840113 40.794511409838144, -73.9379047521055 40.794618817306606, -73.93803698898245 40.79467504275951, -73.93785528647143 40.79492182425154, -73.93880157209585 40.7953241679164, -73.93820592695504 40.79613314928194, -73.9361626588743 40.79527178720216)), ((-73.93850853666683 40.796269318121695, -73.93928770579674 40.79521098990924, -73.94013166379511 40.79556758812156, -73.94021968544477 40.7956848131698, -73.94022395188783 40.795689268354806, -73.94022846610717 40.79569358138926, -73.94023322100153 40.795697742363885, -73.94023820354339 40.79570174496817, -73.9402434101845 40.795705581095916, -73.94024882671192 40.79570924443634, -73.94025444483665 40.79571272868158, -73.94026025390185 40.79571602572135, -73.94026624443207 40.79571913104848, -73.94027240576997 40.79572203745329, -73.940278723699 40.795724741326445, -73.94028518874586 40.79572723635942, -73.94029178906425 40.79572951894393, -73.94029851162529 40.79573158367058, -73.94030534458201 40.7957334278315, -73.94031227490267 40.795735048718406, -73.94031929192747 40.7957364409228, -73.94032637906885 40.79573760353576, -73.94033352566366 40.79573853475023, -73.94034071868009 40.795739231858484, -73.94034794389958 40.79573969485293, -73.94035518947577 40.79573992012555, -73.94036244118695 40.795739910370195, -73.94036968363118 40.79573966377816, -73.94037690732591 40.79573918304608, -73.94038409687057 40.79573846546433, -73.94039123922693 40.7957375146283, -73.9403983225427 40.79573633413358, -73.9404053302314 40.795734921270544, -73.94041225517802 40.795733282338695, -73.9404190784218 40.795731419129446, -73.94042579166455 40.79572933614111, -73.94043238068498 40.79572703606731, -73.94043883362914 40.79572452340499, -73.94044513983019 40.795721801750595, -73.94045128624704 40.79571887830113, -73.94045726221235 40.79571575665344, -73.94046305587068 40.79571244400525, -73.94046865773835 40.79570894485414, -73.94047405714515 40.79570526639869, -73.94047924578919 40.79570141583876, -73.94048420944682 40.79569739947032, -73.9404889433717 40.79569322449515, -73.94049343689042 40.7956889008131, -73.94049768288883 40.79568443382369, -73.94050167424943 40.795679832528045, -73.94050543401127 40.795675834447835, -73.94050844126076 40.795671936835106, -73.94058107726984 40.79557306428304, -73.940909754119 40.795125659518526, -73.94164639567757 40.79543679917057, -73.94044010105578 40.79708517218227, -73.93850853666683 40.796269318121695)))","JEFFERSON","064","MANHATTAN"
"MULTIPOLYGON (((-73.94211877725333 40.797038913204865, -73.94153862283774 40.79679445079852, -73.94152104692502 40.79681842939707, -73.94117359846769 40.79667202043205, -73.94199268828619 40.79555452163339, -73.94330563541459 40.79610776129309, -73.94246547000672 40.79725404237306, -73.94208011173131 40.79709166577121, -73.94211877725333 40.797038913204865)), ((-73.94232807198631 40.79792152854894, -73.94357442265346 40.79622101668442, -73.94477291665777 40.796726004034426, -73.94352658715138 40.7984265287223, -73.94232807198631 40.79792152854894)))","JOHNSON","017","MANHATTAN"
"MULTIPOLYGON (((-73.94721623458375 40.799926086160944, -73.9484004586719 40.79830566840731, -73.95124003553487 40.79950025454417, -73.9509013898285 40.7999636734532, -73.95039171313616 40.79974926426632, -73.94987760164274 40.800452774863736, -73.95038728206589 40.80066718630002, -73.9500558581343 40.801120701162134, -73.94721623458375 40.799926086160944)), ((-73.955513112139 40.80236244182254, -73.95569480273369 40.80211376156614, -73.95575060209174 40.80213730673327, -73.95556891164148 40.80238598617627, -73.95552495561002 40.80236743875854, -73.955513112139 40.80236244182254)), ((-73.95504051773136 40.803309110528886, -73.95522023298365 40.8030631741058, -73.95529777368154 40.80309584638321, -73.95511806099671 40.80334178382711, -73.95504051773136 40.803309110528886)))","KING TOWERS","030","MANHATTAN"
"MULTIPOLYGON (((-73.9205990929342 40.67596948448778, -73.92065205524642 40.67537259832574, -73.92184218724643 40.67543863996945, -73.92178929186514 40.67603489545169, -73.9205990929342 40.67596948448778)), ((-73.92205095773835 40.67574923781065, -73.92215546935694 40.67466753134038, -73.92380923961538 40.674758091072576, -73.92375166457676 40.675354156187055, -73.92481526824552 40.67541238554974, -73.92487283382854 40.67481631990726, -73.92762856192675 40.674967142308454, -73.92749895577738 40.6763524131786, -73.92439570357688 40.67618161340346, -73.92442483937552 40.67587995007713, -73.92434746849537 40.675875691122336, -73.92424151139913 40.67586985810631, -73.92415120637179 40.67586488629924, -73.92405822487468 40.675859766771204, -73.9239675591462 40.675854775671084, -73.92388485546591 40.675850222014304, -73.92379217678379 40.675845119581396, -73.92369963057992 40.675840024365904, -73.92359593021666 40.67583431382146, -73.92350762761991 40.675829451801256, -73.92342962174058 40.67582515668662, -73.92335734611694 40.67582117781524, -73.9232692517129 40.67581632655686, -73.92318781244788 40.67581184258185, -73.92302768257437 40.675803025783274, -73.92295286180345 40.675798904474775, -73.9228701712704 40.67579435189845, -73.92278854045975 40.675789856706025, -73.92270516989056 40.67578526573299, -73.92262550950046 40.67578087891015, -73.92254480242032 40.6757764345949, -73.92246177960172 40.675771862590395, -73.92238177152666 40.67576745645363, -73.92205095773835 40.67574923781065)))","KINGSBOROUGH","010","BROOKLYN"
"MULTIPOLYGON (((-73.92380923961538 40.674758091072434, -73.92487283382854 40.674816319907215, -73.92481526824552 40.675412385549706, -73.92375166457676 40.675354156186934, -73.92380923961538 40.674758091072434)))","KINGSBOROUGH EXTENSION","161","BROOKLYN"
"MULTIPOLYGON (((-73.98703736385121 40.712787156687064, -73.98685676733992 40.71160795981653, -73.98817123487464 40.711483939066056, -73.98821311354962 40.71179300674911, -73.98814477263036 40.71190851724472, -73.98813468880623 40.71192752148401, -73.98813015986079 40.71194061174131, -73.9881275079416 40.71195308714297, -73.98812645270772 40.71196421554512, -73.98812647481401 40.711972985621024, -73.98812728148911 40.71198200792089, -73.98813012160483 40.71199594541767, -73.98813385333617 40.712007120239434, -73.98814296487673 40.71202531869824, -73.98815120299247 40.71203718377475, -73.98816167660082 40.71204911121577, -73.98817309603257 40.71205958172683, -73.98818446609575 40.712068180069764, -73.98820041582823 40.71207797836137, -73.98821271532837 40.712084107596645, -73.98822583862655 40.71208951380478, -73.98823949344057 40.71209405377439, -73.98825391763107 40.71209777525663, -73.98826748403707 40.712100351200064, -73.98827871572433 40.71210184268937, -73.98828906112905 40.71210272264068, -73.98831177735411 40.71210127152518, -73.98848119550233 40.71208500286621, -73.98847493157136 40.71204410464626, -73.98855936958095 40.71203583467406, -73.98852081889589 40.71178412188706, -73.98881213848814 40.711760884973316, -73.98876909728517 40.71148002499238, -73.98955666941424 40.711405706140184, -73.98973399452778 40.71256345284973, -73.98703736385121 40.712787156687064), (-73.98816188338488 40.71254398416464, -73.98810466929976 40.712189831744496, -73.98790777815887 40.7122083563477, -73.98796499003006 40.71256250976542, -73.98816188338488 40.71254398416464)), ((-73.98503239363289 40.71183256397816, -73.9865895868941 40.71168566559083, -73.98675980049234 40.71279722522537, -73.98539948455927 40.71292299894189, -73.98540831815099 40.7129808686727, -73.98521104164051 40.712999524590245, -73.98517688962723 40.712776392585205, -73.98503239363289 40.71183256397816)))","LA GUARDIA","076","MANHATTAN"
"MULTIPOLYGON (((-73.98876909728517 40.71148002499238, -73.98881213848814 40.71176088497311, -73.98852081889605 40.71178412188706, -73.98855936958111 40.71203583467406, -73.98847493157136 40.71204410464626, -73.98839173935292 40.71146313269892, -73.98876119839493 40.7114282709681, -73.98876909728517 40.71148002499238)))","LA GUARDIA ADDITION","152","MANHATTAN"
"MULTIPOLYGON (((-73.95734169044673 40.689309564064224, -73.95987526947764 40.68901527263628, -73.96012173654864 40.690243967411234, -73.95741386494693 40.69055557797591, -73.95722500812089 40.68961623381367, -73.95734169044673 40.689309564064224)))","LAFAYETTE","122","BROOKLYN"
"MULTIPOLYGON (((-73.82922535348638 40.765334515768565, -73.829983762503 40.76567006362163, -73.82998201818766 40.76566577644192, -73.82972370522482 40.7650305114589, -73.8300955396647 40.76494318096405, -73.8301186204314 40.76499994325645, -73.83014194369524 40.765057302936476, -73.83016502925584 40.765114074230695, -73.8301887845641 40.765172493531736, -73.83025020862942 40.765323552922105, -73.83042442252342 40.76528263475366, -73.83078209095302 40.76519862927414, -73.83131554830545 40.7665104810129, -73.83043546549627 40.766716454857736, -73.83016326628979 40.76606087674057, -73.82923471218373 40.7656385718637, -73.82922655611243 40.76537359049187, -73.82922535348638 40.765334515768565)))","LATIMER GARDENS","186","QUEENS"
"MULTIPOLYGON (((-73.82833702751482 40.76700611432762, -73.82848487963837 40.766676390217924, -73.82849180525345 40.76667807186593, -73.82898106528324 40.766796821195236, -73.82896740963795 40.767159115690596, -73.82833702751482 40.76700611432762)))","LEAVITT STREET-34TH AVENUE","201","QUEENS"
"MULTIPOLYGON (((-73.94722074631696 40.794261153309506, -73.947678602113 40.79363200877951, -73.94893568563968 40.79415814139293, -73.94847523458584 40.79478766610958, -73.94722074631696 40.794261153309506)), ((-73.94634668129687 40.795485290262235, -73.94667595822398 40.79503416649141, -73.94792023499141 40.79555852384157, -73.94758863462305 40.79600779053826, -73.94634668129687 40.795485290262235)))","LEHMAN VILLAGE","101","MANHATTAN"
"MULTIPOLYGON (((-73.94822123569975 40.78697983196272, -73.94847260160962 40.78663598558802, -73.9498173858255 40.78720323915791, -73.94946254465607 40.78768864419613, -73.9485629618347 40.787309186588466, -73.94866644322059 40.78716763162699, -73.94822123569975 40.78697983196272)), ((-73.94969243391121 40.78778561347216, -73.95004727392141 40.787300207733296, -73.95124160534151 40.78780397142726, -73.95088677135377 40.78828938080525, -73.94969243391121 40.78778561347216)))","LEXINGTON","050","MANHATTAN"
"MULTIPOLYGON (((-73.93538730760831 40.810476420290875, -73.93595447704885 40.80970066241037, -73.93720763947101 40.81022984230474, -73.93600251226236 40.811878208143966, -73.93506373818818 40.81148178569901, -73.93525094198881 40.81075160797768, -73.93525700708075 40.810727949901974, -73.93526767618499 40.81069010886818, -73.93528074551217 40.81065202424502, -73.9352950400792 40.8106190470314, -73.93531293867606 40.810586170892655, -73.93533752778798 40.81054457267918, -73.93536138882352 40.81051187097119, -73.93538730760831 40.810476420290875)), ((-73.93685976715332 40.81184564424968, -73.93683948686811 40.811844641693455, -73.93682693707296 40.81184552631032, -73.93680332186979 40.8118505021254, -73.93678551568948 40.81185762250442, -73.93677073955443 40.8118665401348, -73.93675228301521 40.81188703524423, -73.93656292464343 40.812146033203454, -73.93623386545919 40.81200708408805, -73.93745641364374 40.81033489094027, -73.93878999795572 40.810898001810614, -73.93780779868489 40.812241489718836, -73.93689837229458 40.811857482616475, -73.93687632918616 40.81184817381172, -73.93685976715332 40.81184564424968)))","LINCOLN","020","MANHATTAN"
